0.271594  8376.257812  
0.844219  8385.291992  
1.417469  8405.530273  
1.997031  4306.147949  
2.576719  2020.800049  
3.144656  4246.507812  
105531637760.000000  3290.731934  
4.297313  1191.319946  
4.871281  1037.089966  
5.446562  152.617996  
105532047360.000000  336.503998  
6.593500  84.606003  
105532047360.000000  0.000000  
7.742000  0.000000  
8.315031  0.000000  
8.889812  0.000000  
105532579840.000000  0.000000  
10.038688  0.000000  
10.609718  0.000000  
11.186563  0.000000  
11.764656  0.000000  
12.331532  0.000000  
12.905812  0.000000  
105532981248.000000  0.000000  
105532850176.000000  0.000000  
14.628531  0.000000  
15.203750  0.000000  
15.775907  0.000000  
105570566144.000000  0.000000  
16.924313  0.000000  
17.496563  0.000000  
105573720064.000000  0.000000  
18.647093  0.000000  
19.220625  0.000000  
19.791500  331.734009  
105571975168.000000  392.847992  
20.946625  0.000000  
21.513031  0.000000  
22.087313  0.000000  
22.663031  0.000000  
23.251156  749.143982  
23.891218  4068.221924  
24.470751  4682.383789  
24.967968  4440.624023  
25.515375  3604.909912  
26.105438  0.000000  
26.678125  0.000000  
27.253593  0.000000  
27.828501  0.000000  
28.402531  0.000000  
28.973938  0.000000  
29.550282  0.000000  
30.126219  0.000000  
30.693218  0.000000  
9644355070815724993748402176.000000  2152943410426675200.000000  
2411965110257111940464640.000000  0.000000  
32.415874  0.000000  
32.990093  0.000000  
33.564655  0.000000  
34.138092  0.000000  
34.711281  0.000000  
35.286530  0.000000  
35.858688  0.000000  
36.434250  14.362000  
37.006969  0.000000  
37.583469  0.000000  
38.155281  0.000000  
38.731438  0.000000  
39.304470  0.000000  
39.874657  0.000000  
40.451126  0.000000  
41.029251  0.000000  
41.597813  0.000000  
42.172062  0.000000  
42.748158  0.000000  
43.320095  0.000000  
43.893562  0.000000  
44.468346  0.000000  
45.040470  0.000000  
45.616123  0.000000  
46.188873  0.000000  
46.764969  0.000000  
47.338875  0.000000  
47.912376  0.000000  
48.485188  0.000000  
49.056595  0.000000  
49.633064  0.000000  
50.211189  0.000000  
50.777596  0.000000  
51.352001  0.000000  
51.929970  0.000000  
52.501877  0.000000  
53.075344  0.000000  
53.648533  0.000000  
54.221626  31.402000  
54.798061  0.000000  
55.370377  0.000000  
55.946907  0.000000  
56.519127  0.000000  
57.093094  0.000000  
57.667126  0.000000  
58.240501  0.000000  
58.815376  0.000000  
59.392532  0.000000  
59.959373  29.384001  
60.540344  438.838013  
61.154030  3403.144043  
61.708752  2240.364014  
62.304249  3940.444092  
62.898033  5678.874023  
63.476532  6009.762207  
64.045471  5637.795898  
64.605278  4447.640137  
65.170685  3610.800049  
65.726372  2100.456055  
66.290466  1256.397949  
